DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
BRA;BOG;8;1566;6869509
BRA;BOG;36;3078;13502138
BRA;BOG;48;11334;48043125
BRA;BOG;18;7958;33732768
BRA;BOG;9;92145;382856946
BRA;BOG;99;56068;238232932
BRA;BOG;1000;188782;802134718
BRA;BOG;8;2276;967233996
BRA;BOG;3;195;8214375
BRA;BOG;2759;47880;2021815941
BRA;BOG;337;3125397;1321227202
BRA;BOG;15;2217072;9397835647
BRA;BOG;19700;684225;2891285722
BRA;BOG;1248;6480;2810474192
BRA;BOG;144;56;24565296
BRA;BOG;48;128;56149248
BRA;BOG;2352;109304;4745122368
BRA;BOG;31776;1667868;7239285453
BRA;BOG;2500;57300;236111526
BRA;BOG;2;10068;42925146
BRA;BOG;5;306;13423179
BRA;BOG;1481;4191172;1800005724
BRA;BOG;2;57828;238287213
BRA;BOG;2;2054;90101996
BRA;BOG;4000;15240;64754760
BRA;BOG;17950;5770;2439875106
BRA;BOG;99;3323;141458251
BRA;BOG;1272;5946;2544908808
BRA;BOG;180;5992;259797384
BRA;BOG;3207;129129;5485808363
BRA;BOG;17576;818082;3513117601
BRA;BOG;48;212;92997192
BRA;BOG;45;1467;61797375
BRA;BOG;73401;43555876;1878788764
BRA;BOG;1;1194;4999289
BRA;BOG;1;11152;46693535
BRA;BOG;42964;2823911;1146742251
BRA;BOG;150;483;204404151
BRA;BOG;464;1068;4519743
BRA;BOG;669;414;17520355
BRA;BOG;2;17931045;7450241611
BRA;BOG;330;1914;809999056
BRA;BOG;417986;330945375;14071482740
BRA;BOG;684540;684776;2800548297
BRA;BOG;93;3861;16166044
BRA;BOG;10;490;2064125
BRA;BOG;5;90081;382818126
BRN;BOG;16;750;31890675
BGR;BOG;45000;2700;11422647
CYM;BOG;2689;1681;711165541
CAN;BOG;3402;9375;39631781
CAN;BOG;326591;573825;2425782066
CAN;BOG;17510;31135;1319765947
CAN;BOG;2340;657;278492445
CAN;BOG;600;192;79115904
CAN;BOG;7625;36416;154731584
CAN;BOG;2000;101065;425736312
CAN;BOG;499;488222;2011777337
CAN;BOG;2885;13421;566629828
CAN;BOG;1160;24761;1046841805
CAN;BOG;2705;5417;229185504
CAN;BOG;6330;491955;2077236269
CAN;BOG;335;12225;51704395
CAN;BOG;297;1173;495872847
CAN;BOG;2310;2340114;1026528448
CAN;BOG;1870;1783092;7821818353
CAN;BOG;40;12468;51635349
CAN;BOG;812;30647;1269224051
CAN;BOG;160;80752;336583776
CAN;BOG;11898;43419;1793942992
CAN;BOG;474;133488;557661957
CAN;BOG;30416;132348;5518158868
CAN;BOG;15;240;10527984
CAN;BOG;450;315899;1385741507
CAN;BOG;3825;281903;1236612614
CAN;BOG;168525;11794795;5173975543
CAN;BOG;36;79756;337416531
CAN;BOG;109;233683;1005516884
CAN;BOG;38;80675;345932282
CAN;BOG;438;1403989;5926865072
CAN;BOG;614;1607059;6815206252
CAN;BOG;1;122;5351725
CAN;BOG;12;23352;96224718
CAN;BOG;259;513784;2176162175
CAN;BOG;1140;10191;4291263643
CAN;BOG;3811;3076695;1296188665
CAN;BOG;34;28036;113651215
CAN;BOG;7;6277;26670973
CAN;BOG;1;784;3439141
CAN;BOG;29;72908;309594707
CAN;BOG;64;136089;560771055
CAN;BOG;6;60;252750
CAN;BOG;10;1360;5778640
CAN;BOG;75;107634;448126865
CAN;BOG;40;14943;6554986
CAN;BOG;43;194934;793954281
CAN;BOG;10;2800;11897200
CAN;BOG;8;1600;6798400
CAN;BOG;164;23725;989059458
CAN;BOG;27;55196;234402016
CAN;BOG;36;60138;253282357
CAN;BOG;119;230775;978220608
CAN;BOG;282;793416;3363171411
CAN;BOG;41;103367;438157207
CAN;BOG;61;77062;326654258
CAN;BOG;294;25791;1045505241
CAN;BOG;1809;142413;5773081228
CAN;BOG;3;2735;11593254
CAN;BOG;16;44778;189807225
CAN;BOG;444;4497;1822975872
CAN;BOG;107;153373;648620358
CAN;BOG;8;14969;63451345
CAN;BOG;30;4614;187040486
CAN;BOG;21;36165;15329801
CAN;BOG;17430;29123;1224903655
CAN;BOG;8400;20544;862401909
CAN;BOG;80054;1880496;7748809425
CAN;BOG;1814;538823;2211845015
CAN;BOG;160;67104;272023511
CAN;BOG;160;55014;223013552
CAN;BOG;120;55068;223232455
CAN;BOG;164;62602;253773483
CAN;BOG;1336;568299;2303747754
CAN;BOG;300;11700;49498136
CAN;BOG;162;3895;1647822595
CAN;BOG;66157;207593;841532199
CAN;BOG;495;85386;3745593507
CAN;BOG;10240;36425;1540999692
CAN;BOG;325;266175;1096806028
CAN;BOG;3430;186725;7818194422
CAN;BOG;450;750;31872825
CAN;BOG;5216;1050488;4464269358
CAN;BOG;9294;1771122;7526754874
CAN;BOG;2173;753746;3060834369
CAN;BOG;2165;349338;147602175
CAN;BOG;306;112056;455040366
CAN;BOG;165;8540;35974750
CAN;BOG;3800;65228;277153772
CAN;BOG;6760;297321;1263528026
CAN;BOG;2;100;438666
CAN;BOG;2;66584;2817814904
CAN;BOG;2;100;405376
CAN;BOG;10000;1600;6975039
CAN;BOG;32225;86998;3646961004
CAN;BOG;2200;330;13817133
CAN;BOG;25684;43393;1820597161
CAN;BOG;29368;2506784;1081103101
CAN;BOG;3400;59398;248700019
CAN;BOG;17600;296984;1245044577
CAN;BOG;1800;555;235256175
CAN;BOG;1460;1475;625230375
CAN;BOG;25;244;103226884
CAN;BOG;984;24048;99092669
CAN;BOG;67125;1017113;4444097273
CAN;BOG;113775;1541768;6640860813
CAN;BOG;2720;5888;256681472
CAN;BOG;11532;7036633;2990364963
CAN;BOG;8328;277065;1176615219
CAN;BOG;10751;19593;794253197
CAN;BOG;90122;1283427;5418744302
CAN;BOG;163420;2087197;8814485381
CAN;BOG;35890;85602;364237471
CAN;BOG;64440;1227996;5190387092
CAN;BOG;7041;361617;1524434267
CAN;BOG;4190;798;337345722
CAN;BOG;270;216;91311624
CAN;BOG;840;45725;194285525
CAN;BOG;6000;1820;74995284
CAN;BOG;126;19782;83331675
CAN;BOG;4000;9646;408669557
CAN;BOG;525;3885;164597149
CAN;BOG;15;675;28434375
CAN;BOG;2;735384;3098886114
CAN;BOG;16;952;40479896
CAN;BOG;528;2680;113956012
CAN;BOG;3200;576;242959752
CAN;BOG;6;1250;52665365
CAN;BOG;605;3195;1323186885
CAN;BOG;15198;45525;1849457897
CAN;BOG;20800;30484;1328522056
CAN;BOG;48600;7165;31235100
CAN;BOG;510;306;1300194
CAN;BOG;5750;178275;750423422
CAN;BOG;840;144;63167904
CAN;BOG;7940;8836;387605277
CAN;BOG;120;384;16844774
CAN;BOG;585;26325;111370808
CAN;BOG;147;966;408041852
CAN;BOG;3065;129092;546137906
CAN;BOG;84;8743;36854999
CAN;BOG;523;199368;838892034
CAN;BOG;98;36848;155549778
CAN;BOG;1217;403479;170428578
CAN;BOG;3000;555;225376065
CAN;BOG;22910;3983;1625442205
CAN;BOG;16;96;40454112
CAN;BOG;31312;1498302;6242443522
CAN;BOG;1700;6781;291067188
CAN;BOG;8730;12311;524541555
CAN;BOG;16975;22915;969469756
CAN;BOG;960;1632;71590291
CAN;BOG;17309;56008;2372655535
CAN;BOG;1276;62676;26402265
CAN;BOG;14433;785983;3316820321
CAN;BOG;125;480;19458048
CAN;BOG;540;1593;656414766
CAN;BOG;2455;1212;51274993
CAN;BOG;4710921;22405653;9439782975
CAN;BOG;6878;393251;166488292
CAN;BOG;13139;82176;347172032
CAN;BOG;274074;1060304;4318891187
CAN;BOG;2;15;6302295
CAN;BOG;14882;78352;329089894
CAN;BOG;9399;7956;336068948
CAN;BOG;142851;5332;2253204802
CAN;BOG;26;10392;42126673
CAN;BOG;23279;10362;436601761
CAN;BOG;1015;74375;3160826427
CAN;BOG;146605;5107859;2146082282
CAN;BOG;80;1480;60985176
CAN;BOG;370;8610;354785382
CAN;BOG;5175;326025;1350209715
CAN;BOG;343;16387;683592246
CAN;BOG;126;8428;354383384
CAN;BOG;28;1176;48703216
CAN;BOG;1824;58342;2444745848
CAN;BOG;16775;701551;2974393938
CAN;BOG;597;253943;1079184106
CAN;BOG;6;500;210060025
CAN;BOG;11928;229626;969501638
CAN;BOG;4;236845;999980906
CAN;BOG;3;63998;2712779223
CAN;BOG;29;11816;49645277
CAN;BOG;1;25;10576525
CAN;BOG;1;350000;1418816000
CAN;BOG;1000;611;258993735
CAN;BOG;3995;574;24330999
CAN;BOG;400;2465;10448765
CAN;BOG;163656;4383513;1849163178
CAN;BOG;113500;16280;691036716
CAN;BOG;7020;17784;780123614
CAN;BOG;564;208848;916145167
CAN;BOG;20175;688625;3020763742
CAN;BOG;153707;4056992;1716097549
CAN;BOG;279720;3666956;1558659678
CAN;BOG;444585;6422359;2728029776
CAN;BOG;6800;114626;479940208
CAN;BOG;920;259;109608022
CAN;BOG;34950;96875;4228111655
CAN;BOG;900;144;60940368
CAN;BOG;700;118;49921198
CAN;BOG;8550;1470;62209959
CAN;BOG;13100;2319;981078459
CAN;BOG;1657;39043;171268366
CAN;BOG;11100;3027;1281017319
CAN;BOG;1600;33283;146001204
CAN;BOG;7710;16356;689183867
CAN;BOG;2420;95166;417460885
CAN;BOG;2660;220851;934232307
CAN;BOG;20650;33083;1399612706
CAN;BOG;425;2428;1030912596
CAN;BOG;413;232911;985355605
CAN;BOG;49250;136695;5632681509
CAN;BOG;78756;1272124;5477088006
CAN;BOG;103031;1688107;7025966812
CAN;BOG;120;1548;6577452
CAN;BOG;27;621;2638629
CAN;BOG;6268;77406;3258196706
CAN;BOG;24303;833898;3632394708
CAN;BOG;84;354;1491225
CAN;BOG;27;859375;3614352665
CAN;BOG;211643;6265878;265088254
CAN;BOG;2700;513;207957888
CAN;BOG;2700;270;11377719
CAN;BOG;22076;408708;1740785796
CAN;BOG;85500;6015;243833664
CAN;BOG;4200;630;2746422
CAN;BOG;6000;11472;502295529
CAN;BOG;44890;76056;3260693231
CAN;BOG;3166;661316;2900968444
CAN;BOG;185161;6391428;2728204315
CAN;BOG;6000;54929;222668983
CAN;BOG;342;3078;12995593
CAN;BOG;130273;12920378;5609953408
CAN;BOG;50840;2107111;8541722287
CAN;BOG;642;4390;1823529235
CAN;BOG;918;10010;423161739
CAN;BOG;1;240;10145736
CAN;BOG;1;50;219333
CAN;BOG;3756;326454;1339776804
CAN;BOG;110;3125;12668000
CAN;BOG;1440;48339;2023958763
CAN;BOG;1;41980;1769024606
CAN;BOG;1;5432;22882300
CAN;BOG;402;378524;1601387419
CAN;BOG;248;7936;348125337
CAN;BOG;680;3164;1387939224
CAN;BOG;368;1464;642207024
CAN;BOG;312;16704;732747686
CAN;BOG;1500;210;915474
CAN;BOG;400;544;22416172
CAN;BOG;32500;46475;202603115
CAN;BOG;2675;64275;26485285
CAN;BOG;9000;59670;260125397
CAN;BOG;1500;4845;199644039
CAN;BOG;300;807;33253403
CAN;BOG;11000;2888;125899472
CAN;BOG;7425;1782;753508818
CAN;BOG;1600;2524;110031256
CAN;BOG;97600;157136;6850186784
CAN;BOG;546;8556;362676006
CAN;BOG;700;1547;655750095
CAN;BOG;300;1065;451437525
CAN;BOG;840;1176;49643546
CAN;BOG;994;15686;683815484
CAN;BOG;11502;12448;527652048
CAN;BOG;41883;95556;4049909626
CAN;BOG;6998;3447;1461131595
CAN;BOG;15172;38446;1616367174
CAN;BOG;69675;98265;414099819
CAN;BOG;135400;20424;8659066156
CAN;BOG;20800;1055801;4447561712
CAN;BOG;13000;1950;81929835
CAN;BOG;15691;1136935;4784331695
CAN;BOG;85409;2675919;1146919547
CAN;BOG;5950;315305;1383135831
CAN;BOG;10640;40824;1790810078
CAN;BOG;4896;78336;331156823
CAN;BOG;32100;4305;1787109555
CAN;BOG;3022;8590;3669013724
CAN;BOG;454;312;128563344
CAN;BOG;200;50;2124855
CAN;BOG;550;38;16140402
CAN;BOG;550;396;16820355
CAN;BOG;120;168;7139512
CAN;BOG;1560;43836;178010543
CAN;BOG;500;65;283361
CAN;BOG;3400;442;19268548
CAN;BOG;4582;36159;152372941
CAN;BOG;55;54;22755438
CAN;BOG;6584;1652;694092756
CAN;BOG;45560;70417;2973132642
CAN;BOG;546000;738785;3123956078
CAN;BOG;14249;1096155;4613884735
CAN;BOG;23285;335005;1412748821
CAN;BOG;6500;410;17035254
CAN;BOG;25;3102;12596694
CAN;BOG;2025;104048;425266078
CAN;BOG;2566;105311;4434412735
CAN;BOG;99225;1504508;6392654492
CAN;BOG;1850;5143;213688564
CAN;BOG;38;3393;13981263
CAN;BOG;1000;230;9556362
CAN;BOG;27945;67528;2866487368
CAN;BOG;1825;2555;1085800905
CAN;BOG;1542;27916;1186349043
CAN;BOG;6445;1220855;5188279702
CAN;BOG;375;795;337851945
CAN;BOG;670;23785;1010793523
CAN;BOG;631;12417;52768649
CAN;BOG;33160;46424;197288537
CAN;BOG;6050;12705;539925655
CAN;BOG;2480;10416;442649793
CAN;BOG;11205;527775;2242890694
CAN;BOG;2109;159345;675351553
CAN;BOG;379;9396;398282346
CAN;BOG;7490;11984;506996302
CAN;BOG;60765;89927;3809230154
CAN;BOG;8820;4527;190699875
CAN;BOG;22080;66314;2755306911
CAN;BOG;6898;11472;503237635
CAN;BOG;2340;21234;90223266
CAN;BOG;159998;4344284;1820490695
CAN;BOG;24500;23725;1039985435
CAN;BOG;49750;4176;181598032
CAN;BOG;840;1848;77375944
CAN;BOG;900;264;11508816
CAN;BOG;43980;61284;2624510781
CAN;BOG;1800;450;1973997
CAN;BOG;4880;15112;637298544
CAN;BOG;1497;10065;430339451
CAN;BOG;71658;4649336;2020671437
CAN;BOG;40845;2636236;1134096846
CAN;BOG;453;1216;533417856
CAN;BOG;3;1;438666
CAN;BOG;8;1876;7604853
CAN;BOG;2665;75589;312324238
CAN;BOG;139679;60048881;2530886895
CAN;BOG;15;41;17985306
CAN;BOG;25;10;414143
CAN;BOG;76747;4632465;1948115008
CAN;BOG;19175;831354;3640377571
CAN;BOG;160623;6865283;2892424108
CAN;BOG;12;7189;2914248
CAN;BOG;1474;526475;2281706787
CAN;BOG;40325;1837813;7869928327
CAN;BOG;784302;4725458;2016087868
CAN;BOG;2;1;438666
CAN;BOG;15;40;1754664
CAN;BOG;1255;555958;2301694904
CAN;BOG;1008;1024838;4284712537
CAN;BOG;1336365;490056;2103342955
CAN;BOG;21662;903576;3898334108
CAN;BOG;6354835;25641029;1111564067
CAN;BOG;55845;591591;2497750444
CAN;BOG;4764;488776;2074963862
CAN;BOG;41935;381155;1634096097
CAN;BOG;28525;2485607;1063510949
CAN;BOG;19;181961;773152289
CAN;BOG;12300;34515;150464681
CAN;BOG;179158;2432039;1060223082
CAN;BOG;6400;9432;39189394
CAN;BOG;136632;1907112;8313863952
CAN;BOG;30800;5234;2175058254
CAN;BOG;1018;179698;783375461
CAN;BOG;30800;39424;1638043545
CAN;BOG;3671;384951;159168583
CAN;BOG;20180;513138;2119813321
CAN;BOG;6932;710926;2943065349
CAN;BOG;745005;18506985;7855131988
CAN;BOG;32245;419185;1827395089
CAN;BOG;9303;1421539;6040573431
CAN;BOG;113900;168203;7332641582
CAN;BOG;27835;7265026;3086539296
CAN;BOG;41039;7235847;3071763741
CAN;BOG;10449;3144514;1335616155
CAN;BOG;9677;532235;2261844402
CAN;BOG;975;298425;126012111
CAN;BOG;974;230912;981147271
CAN;BOG;335190;498741;2117898701
CAN;BOG;799;17578;74701402
CAN;BOG;313153;75235477;3195943199
CAN;BOG;1086;14484;6114601116
CAN;BOG;7232;227776;965508297
CAN;BOG;270;1012;427204668
CAN;BOG;201815;5155344;2166702575
CAN;BOG;436524;6005577;2540200093
CAN;BOG;863315;1165427;494276920
CAN;BOG;3600;2280;9604500
CAN;BOG;19260;3229;1356674037
CAN;BOG;167940;377346;1587646381
CAN;BOG;57831;5414832;2278023652
CAN;BOG;391100;2957861;1289449924
CAN;BOG;238806;4995303;2080166103
CAN;BOG;17750;14625;616749862
CAN;BOG;269260;254777;1067572575
CAN;BOG;312;7488;3183965
CAN;BOG;780;2176;92525478
CAN;BOG;124105;193563;8178355919
CAN;BOG;150;375;15755737
CAN;BOG;59966;6452769;2701926295
CAN;BOG;967698;5691978;2429751368
CAN;BOG;77;4466;195908235
CAN;BOG;1132285;63607751;2645452307
CAN;BOG;3442;2295773;941186448
CAN;BOG;33209;2009499;8258275085
CAN;BOG;4375;268626;1106026693
CAN;BOG;1307;863244;3499383997
CAN;BOG;53202;3399109;1404501882
CAN;BOG;13188;821367;3401633934
CAN;BOG;70;595;26100627
CAN;BOG;210;7602;333473893
CAN;BOG;322;10367;454765041
CAN;BOG;44028;137076;5971072219
CAN;BOG;21532;287144;1220074856
CAN;BOG;28856;549762;2326576291
CAN;BOG;118449;105575238;4565714210
CAN;BOG;1923;64194;2705115901
CAN;BOG;2114;5236;2210686324
CAN;BOG;379524;150196;6377649096
CAN;BOG;5174;204165;8681279548
CAN;BOG;450210;846295;3576700997
CAN;BOG;72;190477;800294829
COL;BOG;714;138031;583450684
COL;BOG;8976;121282;512063519
COL;BOG;34404;731702;310347779
COL;BOG;518;9328;39634672
COL;BOG;1836;9188;390046866
COL;BOG;629;279932;1189431068
COL;BOG;3132;115943;50860252
COL;BOG;15;19523;82531334
COL;BOG;50;63931;27026127
COL;BOG;100;45281;191420446
COL;BOG;110;162227;685796797
COL;BOG;370;204708;865380552
COL;BOG;245;96714;408847796
COL;BOG;20;9758;41250871
COL;BOG;259;113823;481174211
COL;BOG;1710;451852;1910154626
COL;BOG;86;170921;720622649
COL;BOG;14058;34582;1460083163
COL;BOG;4163;73681;311532371
COL;BOG;25669;920554;3893110195
COL;BOG;114;28724;12142755
COL;BOG;2298;10004;41566018
COL;BOG;25049;468825;1976030814
COL;BOG;39809;534292;2249725852
COL;BOG;5286;48574;203932609
COL;BOG;63877;1701744;7163569036
COL;BOG;35276;677037;2856026564
COL;BOG;3942;885648;3743644428
COL;BOG;3014;2191;92844147
COL;BOG;989;48679;205941864
COL;BOG;25817;326411;1372858883
COL;BOG;2472;17385;73549154
COL;BOG;934;23689;10021892
COL;BOG;6938;2732;1154648439
COL;BOG;17137;227535;953760863
COL;BOG;1436;6253;25980839
COL;BOG;1236;5795;24516384
COL;BOG;658;44836;188264211
COL;BOG;4494;1177;501487574
COL;BOG;11822;99968;418430669
COL;BOG;39661;1064966;4499675959
COL;BOG;1437;6253;25980839
COL;BOG;5;24146;102152309
COL;BOG;54;95668;397494799
COL;BOG;18;103824;44012116
COL;BOG;1;842;34132659
COL;BOG;18;25341;102726332
COL;BOG;17;75841;307441212
COL;BOG;116;58495;2444904721
COL;BOG;35;110014;461477254
COL;BOG;18;28428;120267781
COL;BOG;6;14319;594945858
COL;BOG;105;292238;1230710568
COL;BOG;2;2791;11314044
COL;BOG;16;26272;111146584
COL;BOG;15;48872;198115358
COL;BOG;5;4919;19940445
COL;BOG;6;11252;47602823
COL;BOG;3;25068;106513932
COL;BOG;1;1359;5509059
COL;BOG;34;42616;180154452
COL;BOG;373;1137767;4809164988
COL;BOG;139;13893;592822017
COL;BOG;220;106297;441657657
COL;BOG;89;169622;717815737
COL;BOG;424;1069221;4510105921
COL;BOG;223;142781;597123695
COL;BOG;564;414182;1733048207
COL;BOG;2;12653;51292225
COL;BOG;1;1259;5103683
COL;BOG;449;1003216;4239437442
COL;BOG;88;86859;367466553
COL;BOG;42;259313;1081911284
COL;BOG;1;2934;11893731
COL;BOG;50;152188;637933707
COL;BOG;11;13788;58287253
COL;BOG;16;25987;109536574
COL;BOG;564;322184;1371547407
COL;BOG;4;1126;45645337
COL;BOG;45;261309;1090040188
COL;BOG;679;1679407;7106203222
COL;BOG;26;29043;122088989
COL;BOG;2008;2478096;1045566393
COL;BOG;894;181023;7567219454
COL;BOG;424;329068;1398797782
COL;BOG;10464;685497;2900070463
COL;BOG;17895;493025;2085796495
COL;BOG;25;63646;266170131
COL;BOG;1052;1625666;682014847
COL;BOG;2;3543;14720952
COL;BOG;106;185402;778914405
COL;BOG;5;8878;37530768
COL;BOG;70;58223;247115059
COL;BOG;6588;22245;942957735
COL;BOG;116284;2411393;1020568795
COL;BOG;29;47033;197211839
COL;BOG;571;1254169;5314419957
COL;BOG;119;290839;1241649028
COL;BOG;18;32837;138905067
COL;BOG;133;13113;558312747
COL;BOG;26;33362;14114161
COL;BOG;643;815719;3475279268
COL;BOG;2;582;2359288
COL;BOG;6;3126;12988342
COL;BOG;90;624;259268256
COL;BOG;90;396;164535624
COL;BOG;90;1059685;4402927593
COL;BOG;270;3974;1651173156
COL;BOG;90;1386;575874684
COL;BOG;180;660;27422604
COL;BOG;90;528;219380832
COL;BOG;576;226204;958844825
COL;BOG;53852;1003812;4123860609
COL;BOG;114364;215236;8725150873
COL;BOG;19456;219593;890177319
COL;BOG;114;386905;1568420012
COL;BOG;3672;47294;192052894
COL;BOG;6528;108335;46065017
COL;BOG;40696;753336;3143297545
COL;BOG;72474;647531;2747523588
COL;BOG;1158;106188;450967101
COL;BOG;72;2293;96812523
COL;BOG;36;18626;78933867
COL;BOG;1428;398391;1747605863
COL;BOG;33278;350101;1421700642
COL;BOG;72;82015;333048971
COL;BOG;54;17642;71641162
COL;BOG;144;12108;49168529
COL;BOG;653;104539;4585770497
COL;BOG;1719;2939815;1289596887
COG;BOG;281;6500;27498964
KOR;BOG;28290;197325;8281728185
KOR;BOG;303;2700;11843982
KOR;BOG;29820;184758;7826597584
KOR;BOG;1607;15717;6652993668
KOR;BOG;820;9505;39936964
KOR;BOG;1110;7627;334570557
KOR;BOG;24400;178925;757067297
KOR;BOG;95;1125;4904325
KOR;BOG;1140;25928;1102481895
KOR;BOG;60;6;254982
KOR;BOG;55590;3699178;1567699069
KOR;BOG;6680;40792;1726965517
KOR;BOG;60;6;254982
KOR;BOG;482;1627681;6740926918
KOR;BOG;7;22631;93724702
KOR;BOG;55;210525;87187455
KOR;BOG;86;35967;1489548128
KOR;BOG;27;80642;333973198
KOR;BOG;1;998;4133147
KOR;BOG;13;26124;108190717
KOR;BOG;15;46245;19152043
KOR;BOG;32;101206;419137564
KOR;BOG;1;855;3540922
KOR;BOG;1;1;414143
KOR;BOG;22;572;243083412
KOR;BOG;7320;28702;1259059153
KOR;BOG;1800;288;120585888
KOR;BOG;162600;29211;125074957
KOR;BOG;20920;92372;3893583895
KOR;BOG;95;1188;492001884
KOR;BOG;36300;126645;550967363
KOR;BOG;35200;598668;243222876
KOR;BOG;102700;1977078;8368502652
KOR;BOG;33465;1387262;590488303
KOR;BOG;18000;3024;12738600
KOR;BOG;87300;16509;6964813671
KOR;BOG;9220;1930;8130125
KOR;BOG;480;408;1718700
KOR;BOG;7620;32715;1435095819
KOR;BOG;27300;5187;226122078
KOR;BOG;5980;13804;605534546
KOR;BOG;9650;38395;1590102048
KOR;BOG;17100;3249;1345550607
KOR;BOG;8960;28512;1180804521
KOR;BOG;1196;624;258425232
KOR;BOG;11622;58194;2466867141
KOR;BOG;13600;5288;2143628288
KOR;BOG;7800;1560;6571500
KOR;BOG;1050;168654;7398277556
KOR;BOG;28;896;39304473
KOR;BOG;620;682;2867467
KOR;BOG;1;1000;4386660
KOR;BOG;45640;196246;8606027723
KOR;BOG;33900;6441;280788954
KOR;BOG;53700;10203;444789582
KOR;BOG;4520;1124;493060584
KOR;BOG;10040;4802;2031538922
KOR;BOG;1100;765625;3253140625
KOR;BOG;9450;3419;1489505962
KOR;BOG;55200;10707;454289424
KOR;BOG;15696;607582;2581738614
KOR;BOG;96600;17556;746550762
KOR;BOG;440;924;40532738
KOR;BOG;3930;226203;952880137
KOR;BOG;60;6;254982
KOR;BOG;8;8;334049
KOR;BOG;970;970;408239438
KOR;BOG;76;76;3233656
KOR;BOG;8;8;348752
KOR;BOG;283;283;119126425
KOR;BOG;526;526;221291711
KOR;BOG;1;1;406083
KOR;BOG;49850;1980252;821891104
KOR;BOG;228600;43320;1794067476
KOR;BOG;800;290;1232210
KOR;BOG;4500;852;3620148
KOR;BOG;400;136;59658576
KOR;BOG;700;133;53915008
KOR;BOG;8400;1656;701351856
KOR;BOG;600;120;5263992
KOR;BOG;300;5031;2090350314
KOR;BOG;5400;8262;335505774
KOR;BOG;83900;129986;5376887923
KOR;BOG;600;1788;75345783
KOR;BOG;31245;74988;3166794947
KOR;BOG;5830;9371;397905118
KOR;BOG;329516;538134;228053894
KOR;BOG;126;22176;93613544
KOR;BOG;16470;29428;1260247751
KOR;BOG;1100;308;130018812
KOR;BOG;131345;306009;1295855168
KOR;BOG;20300;3634;1535100726
KOR;BOG;72600;12957;5449533642
KOR;BOG;3968;81568;345427562
KOR;BOG;4630;13374;566189912
KOR;BOG;400;96;39557952
KOR;BOG;18617;24095;1012247827
KOR;BOG;300;3;1269591
KOR;BOG;600;6;2536008
KOR;BOG;15600;23868;983509581
KOR;BOG;33150;8277;3494683535
KOR;BOG;8280;15084;638360973
KOR;BOG;253260;410216;1737249165
KOR;BOG;3000;510;21554481
KOR;BOG;52435;2026735;8443262031
KOR;BOG;4080;7344;311301144
KOR;BOG;29020;52236;2187590202
KOR;BOG;170;17;72233
KOR;BOG;400;4;169554
KOR;BOG;4;223;947527
KOR;BOG;1500;20388;8401120056
KOR;BOG;26180;6545;2763017005
KOR;BOG;8540;16166;685369779
KOR;BOG;497175;910377;3851436757
KOR;BOG;360;1548;65357953
KOR;BOG;104175;223881;9468472563
KOR;BOG;18465;33627;1419715383
KOR;BOG;12150;20655;873167404
KOR;BOG;1100;264;1121736
KOR;BOG;90500;17045;7211074745
KOR;BOG;2240;7424;308462745
KOR;BOG;24300;53855;2273599862
KOR;BOG;23380;4081;1722749259
KOR;BOG;19040;34272;1456460611
KOR;BOG;200;2;850418
KOR;BOG;300;3;1275627
KOR;BOG;500;903752;3830869165
KOR;BOG;840;483342;1991668712
KOR;BOG;78;450634;1898958156
CIV;BOG;2;3446;14642054
CIV;BOG;1;16285;69194965
CIV;BOG;1;19312;799792961
CIV;BOG;1;5964;25341036
CIV;BOG;1;70233;298420017
CIV;BOG;1;2839;12062911
CIV;BOG;2;26;110474
CIV;BOG;2;15391;65396359
CIV;BOG;2;99876;424373124
CIV;BOG;1;21036;89381964
CRI;BOG;2724;496014;2033775158
CRI;BOG;356;6666;274080126
CRI;BOG;140;2958;120119351
CRI;BOG;266;19551;828737563
CRI;BOG;796;677684;2872600823
CRI;BOG;224;173376;734914857
CRI;BOG;3913;2641828;1119831262
CRI;BOG;94;65424;277322522
CRI;BOG;1242;1083712;4593692611
