DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
PRI;BGA;159;272674;1188695035
PRI;BGA;72;15221;663544274
PRI;BGA;37;7687;335107078
PRI;BGA;50;5425;23649745
PRI;BGA;18;1725;7519965
PRI;BGA;1612;69555;303218067
PRI;BGA;265;45828;1997825832
PRI;BGA;10;10;43594
PRI;BGA;61;5488;239243872
PRI;BGA;436;1526;66524444
PRI;BGA;327;22295;945051607
PRI;BOG;1660;22763;9227573888
PRI;BOG;48;720;29187072
DOM;BGA;189;185253;783985138
VEN;BGA;210;62898;2759121407
CRI;PEI;1936;2372492;1005663771
CRI;PEI;120;14076;596660526
CRI;PEI;730;67508;2861562858
CRI;PEI;80;10336;438127536
CRI;PEI;416;471568;1998906016
CRI;PEI;150;1554;65871729
CRI;PEI;30;1398;59259123
CRI;PEI;40;1864;79012164
CRI;PEI;75;5955;252423517
CRI;PEI;11;11763;49861592
CRI;PEI;2;1623;6879653
CRI;PEI;11;1121;47517508
CRI;PEI;3;2757;11686509
ECU;BUN;242;331116;1398001552
ECU;BUN;290;327660;1380267750
USA;PEI;240;76302;324261372
USA;PEI;22573;2067364;8961296067
MEX;CTG;1;16434379;6806183022
MEX;CTG;9;9786;41610952
MEX;CTG;6;66;2806379
MEX;CTG;392;5095;216643985
MEX;CTG;10;568;24151871
MEX;CTG;6;40656;172872971
MEX;CTG;5;21535;91568758
MEX;CTG;406;17703;752747492
MEX;CTG;85;189067;803929898
MEX;CTG;30;3393;144273412
MEX;CTG;15;31245;132856552
MEX;CTG;15;48255;205184602
MEX;CTG;7;33173;141054581
MEX;CTG;2;2077544;875470809
MEX;CTG;57;931595935;39226844271
MEX;CTG;1;16635707;7051626662
MEX;CTG;1;16434379;690495364
MEX;CTG;5;519386;2140192339
MEX;PEI;40;3281;13940969
MEX;PEI;317;209;888041
MEX;PEI;423;5733;24359517
MEX;PEI;78;8568;36405432
MEX;PEI;317;8635;36690115
MEX;PEI;98;9989;42443261
MEX;PEI;228;7788;33091212
MEX;PEI;10;18027;76596723
MEX;PEI;33;69038;293342462
MEX;PEI;45;7893;32688306
MEX;PEI;19;348772;1444414823
MEX;PEI;19;4775;19775328
MEX;PEI;20;514;2183986
MEX;PEI;792;12777;52915051
MEX;PEI;4977;96656;400294057
MEX;PEI;1;125;531125
MEX;PEI;10;98;416402
MEX;PEI;62;62;256768
MEX;PEI;41;568;2352332
MEX;PEI;508;469;194233
MEX;PEI;475;62233;257733612
MEX;PEI;407;61159;253285716
MEX;PEI;10;123;522627
MEX;PEI;2;846;3594654
MEX;PEI;38;20634;85454266
MEX;PEI;10;1058;4495442
MEX;PEI;2;1876;7971124
MEX;PEI;10;4125;17527125
PAN;PEI;7824;5977;2541474193
PAN;PEI;52;185293;772490876
PAN;PEI;833;365234;1507844907
PAN;PEI;433;64175;264440788
PAN;PEI;1;53;219495
PAN;PEI;1;4561;18794147
PAN;PEI;291;2816014;1168483944
PAN;PEI;777;235182;97150641
PAN;PEI;22000;6780;297415548
PAN;PEI;114;1556046;6442416964
PAN;PEI;40;115383;480580015
PAN;PEI;5814;5480496;2383959469
PER;BUN;24;63840;2800443744
PER;IPI;1;2249094;9117287293
PER;IPI;1;15746834;638338858
DOM;PEI;199;202037;886267626
VEN;BUN;168;180600;787307639
DEU;SMR;86400;39312;1651705474
DEU;SMR;23712;3403589;1439925766
DEU;SMR;7616;3090724;1307693001
DEU;SMR;11232;5918238;2506145995
DEU;SMR;2336;948364;3851144982
DEU;SMR;23328;123393;5010779961
DEU;SMR;23424;3504887;1467499692
DEU;SMR;2336;948364;4160150424
DEU;SMR;29916;1570386;688874945
DEU;SMR;86400;393029;1724084593
DEU;SMR;75495290;83951699;34593304993
DEU;SMR;19600;4333845;1837051888
DEU;SMR;72874;13456351;575567664
DEU;SMR;68500;11997284;5230095987
DEU;SMR;199846;10857395;4510517391
DEU;SMR;301641;163878;6833881941
DEU;SMR;455059;2435942;1014762837
DEU;SMR;226432;1179032;4977979217
DEU;SMR;1370527;65921368;2828756251
DEU;SMR;188827;104625;4248643387
DEU;SMR;1605760;84696275;3547002133
DEU;SMR;23760;43956;185586188
DEU;SMR;229046;1264754;5346608412
DEU;SMR;11300;15021;6387064389
DEU;SMR;865476;47076077;1993357355
DEU;SMR;46464;30141;1322183191
DEU;SMR;43184;75734;319140804
DEU;SMR;168;3024;127430452
DEU;SMR;123408;2165306;9142342772
DEU;SMR;312;5616;234750916
DEU;SMR;2100;4200;17055486
DEU;SMR;38400;67440;2738623752
DEU;SMR;192;3456;140342284
DEU;SMR;19920;148736;6227591193
ARG;CTG;144011;17136017;7470275251
ARG;CTG;123595;1621769;7069939779
ARG;CTG;196839;22471867;9555240095
ARG;CTG;200460;19104627;8264301839
ARG;CTG;120669;13855246;6040055941
ARG;CTG;259438;27967416;1226835451
ARG;SMR;150708;16939579;7384640069
AUS;SMR;191940;460832;1891505667
AUS;SMR;20936;1763172;7489726318
BRB;SMR;864;24579;1039841631
BRB;SMR;548856;15180;665894988
BRB;SMR;33048;12528;549560764
BRB;SMR;13;748;3281221
BRB;SMR;2;292;1280904
BRB;SMR;2298;245;10747317
BRB;SMR;10;2;877332
BEL;SMR;24000;2158844;876669848
BEL;SMR;5700;188328;7985828454
BEL;SMR;5832;30861;1307608344
BEL;SMR;22080;2732714;1155224784
BEL;SMR;44280;5405142;2284964324
BEL;SMR;3458;114836;5037464877
BEL;SMR;2916;154305;676883571
BEL;SMR;19951;3370;147830442
BEL;SMR;22080;23366;9888421102
BEL;SMR;44160;4819049;203940708
BEL;SMR;20312;305623;1332332906
BEL;SMR;172995;108687262;4738112500
BEL;SMR;103227;4939836;2086173431
BEL;SMR;76932;45224983;1971537909
BEL;SMR;374816;12439152;5197833001
BEL;SMR;25672;69739;2873679182
BEL;SMR;1960;609737;2552974915
BEL;SMR;6127;3773548;1579988321
BEL;SMR;23232;3834335;158796300
BEL;SMR;2824;830256;3476290174
BEL;SMR;42836;2564964;1073952992
BEL;SMR;515172;17075804;7348094276
BEL;SMR;134019;64365497;2694989796
BEL;SMR;76623;37948088;1664653597
BEL;SMR;134092;76461174;3333248419
BEL;SMR;20758;11836588;5030206639
BEL;SMR;301642;163878;696317622
BEL;SMR;129600;57024;2412463046
BEL;SMR;1162990;63183755;2633555843
BEL;SMR;736634;28349371;1192900083
BEL;SMR;359640;15482444;6536616064
BEL;SMR;41962;22320;94837680
BEL;SMR;1916533;94567021;4002047959
BEL;SMR;167;2242452;9775745248
BEL;SMR;24;233309;1017087254
BEL;SMR;40296;198765;8719144748
BEL;SMR;2464352;114874582;4849538766
BEL;SMR;369705;2197545;9102203127
BEL;SMR;1002542;5846007;2405334855
BEL;SMR;203250;888282;376389067
BEL;SMR;784562;3389376;1436952812
BEL;SMR;209808;1382724;5875194276
BEL;SMR;894916;50181335;2127006508
BEL;SMR;40650;1776564;7554110018
BEL;SMR;2107977;104191973;4389778516
BEL;SMR;24000;2869621;1205679872
BOL;SMR;1148904;269496;1140132473
BRA;CTG;130600;1342568;5889389343
BRA;SMR;33002260;324297415;13689858647
BRA;SMR;20004890;225614379;9296711224
BRA;SMR;36387380;389074811;16492297626
BRA;SMR;87380;1454012;6152210581
BRA;SMR;174975;19504425;8254527365
BRA;SMR;100000;111800;487380919
CAN;SMR;264;17424;706327142
CAN;SMR;375;15525;62934624
CAN;SMR;2000;2800;11350528
CAN;SMR;1600;2096;849668096
CAN;SMR;49032;8532;345866803
CAN;SMR;120;536;217281536
CAN;SMR;163784;61686;2500602393
CAN;SMR;4014;7629;30926135
CAN;SMR;532;8264;335002726
CAN;SMR;58432;87264;3537473126
CAN;SMR;1728;1704;690760704
CAN;SMR;396;804;325922304
CAN;SMR;51608830;616034259;25384430883
CAN;SMR;73348;57600;242122463
CAN;SMR;258640;31944543;1373950468
CAN;SMR;90000;145800;629326745
CAN;SMR;107750;1355495;5760460656
CAN;SMR;55011;43200;180933120
KOR;CTG;150850;8303038;3498875304
KOR;CTG;150500;8218753;3462149701
KOR;SMR;164392000;1309068871;53941753712
KOR;SMR;163295000;1385539865;58730956568
KOR;SMR;151173;95183;3987995737
CHL;CTG;86031;9016049;3955034151
CHL;SMR;73142800;781263171;32980165374
CHL;SMR;69712050;797330984;32854979993
DNK;SMR;1986336;122336;5284659983
DNK;SMR;38959;25170;1041420334
DNK;SMR;1986336;122336;5154210746
DMA;CTG;21260;304018;1280675825
DMA;CTG;923516;1668032;6873326019
ESP;CTG;101625;444141;180044102
ESP;CTG;264225;11547666;4727416373
ESP;CTG;19220;10593103;448296941
ESP;CTG;2;10;423197
ESP;SMR;1824;693552;2816396768
ESP;SMR;69423200;699488655;28355591301
USA;CTG;19213;13257854;5597585279
USA;SMR;199758;82351661;3460029742
USA;SMR;731802;138432;5817618643
USA;SMR;18295;34608;1518135293
USA;SMR;195380;36880996;1564120858
USA;SMR;19731;20445;8467153635
USA;SMR;31224;682184;2791273263
USA;SMR;306963;5935739;2427330383
USA;SMR;997557;22030526;9240123661
USA;SMR;126946;3187353;1338261448
USA;SMR;11112;411654;1708733467
USA;SMR;93700;222659;945470475
USA;SMR;18775;2952;1240291656
USA;SMR;169603;62682;2616165144
USA;SMR;21696;41880;1725715656
USA;SMR;43200;67200;288075312
USA;SMR;55447;135966;552134811
USA;SMR;415854;106641;433050972
USA;SMR;45864;10456992;4330690038
USA;SMR;678164;1656686;6978128026
USA;SMR;11088;364896;1550443104
USA;SMR;2357445;499138;2041722828
USA;SMR;10573502;26036138;1081100029
USA;SMR;11088;277368;1126344295
USA;SMR;15308;592013;2515463237
USA;SMR;5544;148806;632276694
USA;SMR;177408;3804864;1616686714
USA;SMR;38808;1073058;4559423442
USA;SMR;35;25;106225
USA;SMR;11120004;11350445;4948112993
USA;SMR;165528;313120;1312038164
USA;SMR;4993118;76952301;3278768595
USA;SMR;23660;3114633;1323628701
USA;SMR;24494;25164;1066664214
USA;SMR;21773;2442028;1030875258
USA;SMR;16440;332296;1397722737
USA;SMR;163639;3153424;1323688202
USA;SMR;568031;129625;5630457442
USA;SMR;148539;2774483;1174152882
USA;SMR;42804;13518;5676692448
USA;SMR;24610;911802;3865623578
USA;SMR;14070;204015;844913841
USA;SMR;81892;7196;2996976988
USA;SMR;150;1815;79617879
USA;SMR;97848;33066;1450492995
USA;SMR;48924;17748;778544416
USA;SMR;21696;44595;1837590489
USA;SMR;117584;2124851;9047313416
USA;SMR;48924;1503;659314998
USA;SMR;195696;52344;2259118036
USA;SMR;256608;8976;3797395536
USA;SMR;3583195;8489088;3591402058
USA;SMR;104912;2565036;1118608215
USA;SMR;1386;414645;1806648899
USA;SMR;5832;195129;827122561
USA;SMR;4538084;9780902;4269947221
USA;SMR;5309069;13989099;6004287866
USA;SMR;493364;1232738;522539147
USA;SMR;11088;331632;1405738303
USA;SMR;6468;173607;735894031
USA;SMR;745824;1528127;6477501133
USA;SMR;2890271;9075576;3847000533
USA;SMR;11088;277368;1175721346
USA;SMR;97;20;84777
USA;SMR;97;20;84777
USA;SMR;291;40;169554
USA;SMR;44800;77000;3215852325
USA;SMR;24471;6222765;2624174592
USA;SMR;22400;49700;209434309
USA;SMR;29964;58905;2387867328
USA;SMR;900;1714;723666226
USA;SMR;64455;1038275;4383690494
USA;SMR;86694;2204225;930643633
USA;SMR;365;20179042;8574074946
USA;SMR;23424;4386;1858815473
USA;SMR;1800;3470;146506523
USA;SMR;3264;6678;28195117
USA;SMR;11424;18326;773740213
USA;SMR;37725;104732;4443792198
USA;SMR;4040;59298;2510055195
USA;SMR;69025;6572565;2789161237
USA;SMR;9374;68922;2916758363
USA;SMR;3084;6171;2611548687
USA;SMR;1800;4346;1839214162
USA;SMR;345;678;286927566
USA;SMR;1632;33388;141297014
USA;SMR;23499;377825;1598944065
USA;SMR;28395;609027;2577383993
USA;SMR;334;40404;171676596
USA;SMR;809488;150694;6407644504
USA;SMR;2700;5205;2213212845
USA;SMR;13707;267664;1138131417
USA;SMR;12891;217141;923303074
USA;SMR;14898;2400231;1020599823
USA;SMR;287697;7884554;3352583322
USA;SMR;13668;1589626;6698636274
USA;SMR;7;80;3371176
USA;SMR;35866;6240684;2608278158
USA;SMR;52480;9142944;3857356998
USA;SMR;56952;227157;9602812302
USA;SMR;77292;3050309;1289484576
USA;SMR;2034;826717;3494855178
USA;SMR;8136;322746;1364373212
USA;SMR;212227;86730873;3687419559
USA;SMR;23547;42723;1731887885
USA;SMR;100551950;1059906015;44927826117
USA;SMR;7;411495;1728908586
USA;SMR;16;2052585;8623997455
USA;SMR;10;4181607;1756914726
USA;SMR;6;892206;3748630275
USA;SMR;13;1480204;6219121512
USA;SMR;11;1010115;4244028475
USA;SMR;2;19274;809802892
USA;SMR;20;8409673;353334934
USA;SMR;5;108023;4538618751
USA;SMR;2;192742;809811295
USA;SMR;1;5468;22973966
USA;SMR;9;1726722;7254874284
USA;SMR;1;150283;631418532
USA;SMR;1;150283;631418532
USA;SMR;2;25054;1052651326
USA;SMR;17;4167414;1750951494
USA;SMR;2;558682;2347319183
USA;SMR;29;2567091;1078570985
USA;SMR;19;1468426;6169635891
USA;SMR;3;103331;434148296
USA;SMR;4;428154;1798901875
USA;SMR;3;274156;1151874658
USA;SMR;1;65304;264726743
USA;SMR;1;80000;337767200
USA;SMR;1;50000;206031000
USA;SMR;2;82200;338714964
USA;SMR;1;25000;103015500
USA;SMR;1;11583;4890446847
USA;SMR;37;312030;1301992259
USA;SMR;1;6207;2557668834
USA;SMR;36;64890;2673870318
USA;SMR;1;206291;8709791682
USA;SMR;2;93900;386926218
USA;SMR;102999120;1085257506;44719337844
USA;SMR;271;9485;4020549225
USA;SMR;3;4515;1913840775
USA;SMR;3;4030;170569391
USA;SMR;5;18490;783763365
USA;SMR;2;2004;84946554
USA;SMR;1;8000;33711760
USA;SMR;1;5000;21194250
USA;SMR;1;16712;708396612
USA;SMR;36;64890;273831671
USA;SMR;1274040;33495388;1409933510
USA;SMR;200666;3310538;1380754739
USA;SMR;173864;4391242;1821386441
USA;SMR;81704;1336928;5543901954
USA;SMR;8845;3164598;1322668475
USA;SMR;51744;2812452;1140100542
USA;SMR;6318;1810692;7644904586
USA;SMR;1356552;34560;1462568832
USA;SMR;98064;36126;1528841482
USA;SMR;294192;66636;2820015529
USA;SMR;294192;85752;3628998913
USA;SMR;54300;1457468;6055692091
USA;SMR;164306;356854;1495684562
USA;SMR;173658;489545;2046647166
USA;SMR;130784;2210898;9244012824
USA;SMR;19858;3532426;1477707963
USA;SMR;21600;40788;1680718486
USA;SMR;6318;2076282;8828537929
USA;SMR;19560;1321455;5601449526
USA;SMR;6374;2023164;8819781141
USA;SMR;132;7;2857465
USA;SMR;19259;8788845;3621549048
USA;SMR;1518816;3300296;1421572876
USA;SMR;61080;806748;3538929182
USA;SMR;22227;46827;1977078084
USA;SMR;140030;532114;2246935864
USA;SMR;315404;681583;2881317158
USA;SMR;44454;88128;3647034137
USA;SMR;1800;1800;7609302
USA;SMR;18160;29056;1228310438
USA;SMR;18000;89460;3924306036
USA;SMR;90218;1782594;7511688951
USA;SMR;57773;80040;3442810632
USA;SMR;65811;1383344;5840602869
USA;SMR;26;2550;10507581
USA;SMR;125094;63000;268639033
USA;SMR;2386576126;11034483;46672197506
USA;SMR;1720512;3457357;1471746506
USA;SMR;7200;19584;853744896
USA;SMR;2;29000;122727130
USA;SMR;54000;81720;356250165
USA;SMR;1634;4400;18620668
USA;SMR;68253;1328696;5676512177
USA;SMR;36000;52200;221797800
USA;SMR;45109;932472;3936980706
USA;SMR;33;5082;215418357
USA;SMR;19000;17380;733799242
USA;SMR;22400;39200;164699976
USA;SMR;217344;425951;1769800848
USA;SMR;150;657975;2795735775
USA;SMR;619;3147165;13225335057
USA;SMR;435072;8684649;3685347804
USA;SMR;6;762108;3221727738
USA;SMR;4;508072;2145125710
USA;SMR;21;76598;3260805081
USA;SMR;594;2749074;11597521548
USA;SMR;3200;112704;4792275513
USA;SMR;21;93034;3943571709
USA;SMR;75;369375;1565725219
USA;SMR;8;20;850418
USA;SMR;8;20;850418
USA;SMR;318910;4570076;1923844668
USA;SMR;18630;29900;125191599
USA;SMR;49032;56160;2370732624
USA;SMR;250301;4227455;1784814881
USA;SMR;38429;14673584;6183404277
USA;SMR;95937;48000111;2063714282
USA;SMR;67320;98520;4125825132
USA;SMR;454;740;31238286
USA;SMR;1837728;5101692;2158326919
USA;SMR;67320;98520;4274379108
FIN;SMR;41923;1592456;6690751658
FRA;SMR;23136;1200599;4875428437
FRA;SMR;92160;800997;3376249067
FRA;SMR;1216;289574;1203162595
FRA;SMR;12616;4580286;1903081351
FRA;SMR;293300;1494603;613837475
FRA;SMR;318498;17435672;7290625583
FRA;SMR;148181;756994;320707083
FRA;SMR;58442;357613;1513407488
GTM;SMR;22010300;196554867;8297347500
GTM;SMR;18877000;178669802;7564381348
GTM;SMR;41998010;422641783;17915151219
GTM;SMR;2578400;2466984;1041410159
GTM;SMR;36865160;323717635;13145622837
GUY;SMR;87136;9044717;3967609828
HND;SMR;14496;109375;462722968
HND;SMR;1092;1104;467059344
HND;SMR;1152;7425;314122792
HND;SMR;96;1026;450071316
HND;SMR;62775;28755;1216511905
HND;SMR;2100;6550;28732623
HND;SMR;59616;54346;229916731
IND;SMR;7400220;29947505;1264200981
IRL;SMR;19200;34560;1403422848
IRL;SMR;19200;33600;147391776
ISR;SMR;96250;4620486;2014254667
ISR;SMR;175666000;1754754399;74571973170
ITA;SMR;1672;4598;1948213982
ITA;SMR;288;15264;644459817
ITA;SMR;836;2299;1008493134
ITA;SMR;1567296;103773;4424505727
ITA;SMR;294451065;125665901;5374154477
JPN;SMR;60137000;1049948434;43264385161
JPN;SMR;81248000;1427789125;58833764243
MEX;CTG;107230;11570117;5075416944
MEX;SMR;141733770;1869798649;77993253223
MEX;SMR;152954800;2011891148;84124785208
MEX;SMR;75960490;1020798031;43380956003
MEX;SMR;196081;22157153;9659189279
MEX;SMR;2500518;232964666;10106950449
MEX;SMR;2300648;217174116;9526690077
NLD;SMR;23136;1184021;5031745883
NLD;SMR;220;1342;568800478
NLD;SMR;127248;5078572;2142221077
NLD;SMR;46923;233409;9789666122
NLD;SMR;5100;150364;634819455
NLD;SMR;193975;312508;1370866343
NLD;SMR;80;488;198168504
NLD;SMR;70108;26613;1083108359
NLD;SMR;46489;2468229;1003081289
NLD;SMR;5700;169016;686345242
NLD;SMR;25803;24156;1023936606
NLD;SMR;46464;5442759;2306651351
NLD;SMR;12160;3040989;1234893936
NLD;SMR;18;1324;5626616
NLD;SMR;128592;126945;5409010501
NLD;SMR;140192;16003262;6619603016
NLD;SMR;80;488;214069008
NLD;SMR;1880591;5574701;2387021168
NLD;SMR;48491;2398274;1044487162
NLD;SMR;37848;823284;3528534608
NLD;SMR;12900;382282;1623977595
NLD;SMR;70752;5935913;2484253752
NLD;SMR;48600;49680;2013907968
NLD;SMR;12616;24087;1019354614
NLD;SMR;12616;2099891;8848877677
NLD;SMR;5832;329781;1358902184
NLD;SMR;21640;10352;451285088
NLD;SMR;1180;11678;4733980927
NLD;SMR;7110;3296259;1397234746
NLD;SMR;2;1086;4603391
NLD;SMR;17329;152634;64699263
NLD;SMR;396;608;257722
NLD;SMR;1344;50612;20938321
NLD;SMR;21555;10161601;4294008042
NLD;SMR;1890;923686;3744401359
NLD;SMR;672;26391;108747282
NLD;SMR;74475;3409619;1404974424
NLD;SMR;44000;9638823;4026419426
NLD;SMR;21760;5586778;2358787953
NLD;SMR;42280;8893712;3708031418
NLD;SMR;109760;27936803;1159376059
NLD;SMR;22240;5312578;2243018245
NLD;SMR;330439500;5589363388;2.30316E+16
NLD;SMR;253497700;5302166064;2.17948E+16
NLD;SMR;600;1950;81646695
NLD;SMR;16800;39973;1694395511
NLD;SMR;388937;11413894;4838178458
NLD;SMR;9040;2931718;123609109
NLD;SMR;130778;672593;2826037129
NLD;SMR;165240;2839968;1170242894
NLD;SMR;116160;1687376;7083772345
NLD;SMR;41789;8450918;3573118596
NLD;SMR;10412;3622496;1535521717
NLD;SMR;165473;56871214;2392168924
NLD;SMR;11697;466298;1976567277
NLD;SMR;1160741;4859662;2036449560
NLD;SMR;18;4;1621504
NLD;SMR;6120;1958099;8152367049
NLD;SMR;125062;6445101;2661149455
NLD;SMR;45984;6790373;2858677122
NLD;SMR;49384;953436;4041472189
NLD;SMR;414307;11845197;4932000568
NLD;SMR;267528;5448625;2309590408
NLD;SMR;332118;13192588;5646421466
NLD;SMR;125;25;1030155
NLD;SMR;25000;28225;1191487328
NLD;SMR;43200;20736;8772592896
NLD;SMR;86400;41472;1742788224
NLD;SMR;1484784;72576;3091231642
NLD;SMR;21060;22805;960660625
NLD;SMR;655863;63456713;2572382849
NLD;SMR;1013717;91513302;4014377414
NLD;SMR;105844;548217;2317527064
NLD;SMR;18623;144909;5884508144
NLD;SMR;272298;1424178;6055975065
NLD;SMR;2727648;142128;6012411214
NLD;SMR;55726;4334994;1853784371
NLD;SMR;60300;1470992;6200507258
NLD;SMR;40650;1776564;7510228887
NLD;SMR;20369;8640;365524704
NLD;SMR;20500;77285;3263042257
NLD;SMR;195912;12096;5143328064
NLD;SMR;105252;546732;2233783621
NLD;SMR;195912;12096;527313024
NLD;SMR;40110;675536;2870832095
NLD;SMR;216000;108000;455910120
NLD;SMR;20950;300105;1275146145
NLD;SMR;46176;6631709;277021314
NLD;SMR;22976;33404;1465319906
NLD;SMR;45088;9686503;4097696341
NLD;SMR;67344;1403333;5954872561
NLD;SMR;23828;4772612;1976543852
NLD;SMR;137568;286925;1222483374
NLD;SMR;42240;883872;3816409038
NLD;SMR;21728;5292797;2149314884
NLD;SMR;21120;441936;1794626967
PAN;SMR;61903170;487411874;20660658221
PAN;SMR;3623;3204709;1391368213
PER;SMR;30645930;298198225;12640175460
POL;SMR;2688;117443;4958138438
POL;SMR;1344;589414;2393510053
POL;SMR;126599580;2365100287;1.00253E+16
POL;SMR;125040680;2278801169;92538241511
POL;SMR;66000000;1117896281;45316832281
POL;SMR;14970300;86372698;3646128436
PRT;SMR;1879304;9324;3936024036
PRT;SMR;68147708;27461828;1179769195
PRI;SMR;414714;1991455;8406708218
PRI;SMR;2916;15960;675205356
PRI;SMR;1343203;7154448;3026767925
PRI;SMR;1380;555938;2346831113
PRI;SMR;8601;4559;19245317
PRI;SMR;9774;2358;99540376
PRI;SMR;82636200;594816517;25161415387
GBR;SMR;129015;122976;5195918707
GBR;SMR;96624;105408;4446488909
GBR;SMR;48000;522719;2200952174
GBR;SMR;11560;1965;79656384
GBR;SMR;652830;13317293;5440937309
GBR;SMR;798;173989;739279261
GBR;SMR;55380;1431077;5840431301
GBR;SMR;600;193113;820537137
GBR;SMR;120;5357;22761893
GBR;SMR;53544;1224336;5121094144
GBR;SMR;1500;513929;2183684321
GBR;SMR;284502;6484047;2760943721
GBR;SMR;15960;38304;1623649104
GBR;SMR;46883;43890;1782298287
GBR;SMR;21680;4086337;1656502948
GBR;SMR;11640;235214;1031803845
GBR;SMR;484100;11117954;4877068409
GBR;SMR;43800;1132461;4967721368
GBR;SMR;11760;275184;1207138645
GBR;SMR;55800;9486;402097311
GBR;SMR;23490;56376;2389694076
GBR;SMR;23782;22264;943737564
GBR;SMR;72222;66000;279764100
GBR;SMR;24000;2579244;1079932042
GBR;SMR;113020;2535222;1044668648
GBR;SMR;19110;441163;1817865081
GBR;SMR;173424;3541384;1501139557
GBR;SMR;3080;7392;313335792
GBR;SMR;230250;227286;9629965025
GBR;SMR;192756;177024;7511541197
GBR;SMR;96000;13953148;5838010267
GBR;SMR;305442;6742674;2925420752
GBR;SMR;168;36344;147329853
GBR;SMR;84;26825;108742112
GBR;SMR;120;5377;22341112
GBR;SMR;120;5316;21549788
GBR;SMR;4320;1429265;6034135571
GBR;SMR;1620;550719;2232482653
GBR;SMR;572562;12110515;5117826923
GBR;SMR;34290;82296;3488403996
GBR;SMR;3100;489;201498318
GBR;SMR;1007650;1964255;8168788807
GBR;SMR;180840;447714;1860868096
GBR;SMR;228720;5123628;2128836692
GBR;SMR;34605;588285;2493651871
GBR;SMR;9330;22392;949163292
GBR;SMR;23500;22000;89338260
GBR;SMR;52000;47520;1958118624
GBR;SMR;81684;1762344;7261949933
GBR;SMR;3240;1097566;4663557934
GBR;SMR;142545;2881278;1201805869
GBR;SMR;10920;26208;1110917808
GBR;SMR;885630;16287754;6816724894
GBR;SMR;185970;4651845;1945378039
GBR;SMR;242088;5573646;2346209975
GBR;SMR;11745;199665;846349985
GBR;SMR;14560;34944;1481223744
GBR;SMR;22400;407973;1653824628
GBR;SMR;3600;1219989;4945542608
GBR;SMR;19380;32946;1396531521
GBR;SMR;65815;7227502;2993219361
GBR;SMR;65320;7087812;3012114553
GBR;SMR;65079;1167563;4811083449
GBR;SMR;1300;247;104529659
GBR;SMR;195237;3502689;1520520797
GBR;SMR;2888;85752;376164868
GBR;SMR;65079;1167563;4811083449
GBR;SMR;2888;86529;356553127
GBR;SMR;7830;2922771;123556929
GBR;SMR;2160;56337;239375913
GBR;SMR;3948;864943;3675142807
GBR;SMR;1248;403615;1714960135
GBR;SMR;255133;6720648;2846338747
GBR;SMR;2400;826259;3510774491
GBR;SMR;125520;351456;1498681669
GBR;SMR;131560;198052;8384011118
GBR;SMR;9635;1978819;8195140371
GBR;SMR;1104;255317;1057377483
GBR;SMR;810;13365;56829182
GBR;SMR;17110;2803608;118101987
GBR;SMR;142140;219468;9302919318
GBR;SMR;69710;1279997;542936619
GBR;SMR;4872;1082774;4600706726
GBR;SMR;2520;826748;3512852252
GBR;SMR;8635;1424072;59989033
GBR;SMR;79200;11970;507390345
GBR;SMR;252385;4648122;196162272
GBR;SMR;3780;82062;348681438
GBR;SMR;1104;353804;1503313196
GBR;SMR;475185;12768407;538917395
GBR;SMR;12420;3843227;1583647804
GBR;SMR;8360;2767527;1168245515
GBR;SMR;33000;9240;39260760
GBR;SMR;366640;552686;2340677267
GBR;SMR;4500;2226312;9766073797
GBR;SMR;1620;2673;113389461
GBR;SMR;127912;5384548;2218767618
GBR;SMR;70600;1293427;5332471509
GBR;SMR;2240;487082;2023796485
GBR;SMR;2664;855126;3552997222
GBR;SMR;8635;1424072;59989033
GBR;SMR;4800;1640173;6814820404
GBR;SMR;79200;11970;507390345
GBR;SMR;96;12;494474
GBR;SMR;117;117;482112
GBR;SMR;17791;2924712;123203493
GBR;SMR;140160;212952;9026715852
GBR;SMR;10801;2205216;9347579841
GBR;SMR;810;13365;56829182
GBR;SMR;456236;18316782;774911611
GBR;SMR;21735;3021165;131704667
GBR;SMR;872456;34381698;1441191305
GBR;SMR;62943;330336;1403597664
GBR;SMR;909192;35192556;1494488334
GBR;SMR;62943;330336;1394708322
GBR;SMR;1457118;74313823;3130469794
GBR;SMR;2714461;122379198;5197692789
GBR;SMR;41400;53199;2284196707
GBR;SMR;716688;34992;1488715978
GBR;SMR;42890;961875;4051898437
GBR;SMR;253107;1045653;4423750038
GBR;SMR;238896;11664;494419464
GBR;SMR;41260;92835;3945218278
GBR;SMR;1634122;8152616;3434487915
GBR;SMR;47392;10860479;4475190698
GBR;SMR;18000;14380;60575750
DOM;SMR;1284968;7468094;3159666349
DOM;SMR;28800;4032;17131968
DOM;SMR;2268;2376;100715076
DOM;SMR;830;302115;127813074
DOM;SMR;238;54978;232590476
DOM;SMR;100;1509;638399049
DOM;SMR;229;172577;730105981
DOM;SMR;227507;718904;3041402451
DOM;SMR;31043;2483504;1048383895
DOM;SMR;10;2131;90154299
DOM;SMR;296278;167624;7063625071
DOM;SMR;3911969;18884344;7899189721
DOM;SMR;1572;39824;1649283083
DOM;SMR;57368;2017508;8460501537
DOM;SMR;2233;83762;354364354
DOM;SMR;91;21845;90571094
